,goal_name,goal_name_key_pos,goal_weight,goal_words,goal_aver_word_len,goal_verbs_counter,goal_nouns_counter,goal_numr_counter,goal_adj_counter,goal_digit_counter,label_attractor_knowledge,label_attractor_hard_skill,label_attractor_soft_skill,label_attractor_tool,label_attractor_community,label_attractor_subjectivity,label_attractor_habits,label_attractor_career,label_attractor_fixing,label_attractor_art,label_attractor_health
16764,зарплата,зарплата,0.3333,1,8.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0
16773,выучить языки,выучить язык,0.1776,2,6.0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0.0
16790,узнать что то новое,узнать новый,0.083,4,4.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
16808,быть независимой от  работодвтеля всегда быть востребованной профессионально,быть независимый работодвтель быть,2.0434,9,7.56,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
16819,познавать новое,познавать новый,0.5116,2,7.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0
16827,оборудовать детсад развивающими пособиями в общем коридоре,оборудовать детсад пособие общий коридор,5.0,7,7.43,1,3,0,1,0,1,1,1,1,1,0,0,0,1,0,0.0
16847,достичь более высокого уровня знаний по программирования  а так же расширить свои знания в других  ещё не известных it сферахнапример  3d моделирование на высоком уровне  по которому уже прошёл базовый курс  а так же многие другие сферы деятельности,достигнуть высокий уровень знание программирование расширить свой знание другой известный сферахнапример моделирование высокий уровень который пройти базовый курс другой сфера деятельность,5.3455,43,4.81,3,10,0,8,1,0,0,0,0,0,1,0,0,1,1,0.0
16859,приобретение навыков  полезных для будущей профессии,приобретение навык полезный будущий профессия,0.6896,7,6.57,0,3,0,2,0,1,1,1,1,1,1,0,1,1,1,0.0
16876,быть современным,быть современный,0.18839999999999998,2,7.5,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0
16878,гитара,гитара,1.0,1,6.0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0.0
16881,работать ,работать,0.1667,2,4.0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0.0
16897,самообразование и обучение в разных направлениях  повысит самооценку любому человеку и придаст уверенности в любом случае,самообразование обучение разный направление повысить самооценка любой человек придать уверенность любой случай,4.6244,17,6.18,2,7,0,3,0,1,1,0,0,0,0,0,1,0,0,0.0
16904,как возможно больше и быстрее обробатывать информациюречь идет про возможности человека,обробатывать информациюречь идти возможность человек,2.4879,11,7.0,3,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0.0
16917,профессиональная привычка: постоянное самосовершенствование,профессиональный постоянный самосовершенствование,1.0185,4,14.0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0.0
16929,саморавитие,саморавитие,1.0,1,11.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
16933,развитие осозноннасти,развитие осозноннастить,1.0238,2,10.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
16940,стажировка за границей,стажировка граница,1.3333,3,6.67,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0.0
16941,умение эффективно мыслить,умение мыслить,1.0625,3,7.67,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
16944,понимание в семье,понимание семья,0.2667,3,5.0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0
16946,иметь запасной вариант работы,иметь запасный вариант работа,2.1651000000000002,4,6.5,1,2,0,1,0,1,1,1,1,0,1,0,0,0,0,0.0
16949,получить интересующий меня объём профессиональных знаний,получить объём профессиональный знание,1.0504,6,8.5,1,2,0,1,0,1,1,1,0,0,0,0,1,1,0,0.0
16952,обмен опытом,обмен опыт,0.6,2,5.5,0,2,0,0,0,1,1,1,1,1,0,0,1,1,0,0.0
16965,повышение личного уровня практических навыков,повышение личный уровень практический навык,0.3543,5,8.2,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0.0
16968,улучшить качество жизни,улучшить качество жизнь,0.2154,3,7.0,1,2,0,0,0,1,1,1,1,1,0,0,1,1,0,0.0
16976,быть самодостаточным,быть самодостаточный,1.0217,2,9.5,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1.0
16978,сферы  где можно применить новые знания,сфера применить новый знание,1.0694000000000001,7,4.71,1,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0.0
16980,чтобы для сомообразования найти время,сомообразование найти время,1.2976,5,6.6,1,2,0,0,0,1,1,1,0,0,1,1,0,0,0,0.0
16990,знакомства ,знакомство,0.2,2,5.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
17010,повышение социального статуса,повышение социальный статус,1.0278,3,9.0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0
17012,запомнить,запомнить,1.0,1,9.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
17017,контроль над дисциплиной,контроль дисциплина,2.0,3,7.33,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0
17020,быть востребованным как специалисту,быть специалист,0.11259999999999999,4,8.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
17028,поближе познакомиться с профессиональной деятельностью специальности графический дизайн,познакомиться профессиональный деятельность специальность графический дизайн,1.2893,8,10.0,1,3,0,2,0,1,1,0,0,0,0,0,0,1,0,0.0
17035,не снижать свою профессиональную стоимость на рынке,снижать свой профессиональный стоимость рынок,2.283,7,6.43,1,2,0,2,0,1,1,0,0,0,0,0,0,1,0,0.0
17039,стать известным заводчиком ,стать известный заводчик,1.5303,4,6.0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0
17050,саморазвитие ,саморазвитие,0.0625,2,6.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
17052,обучение новым навыкам,обучение новый навык,0.1047,3,6.67,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
17053,профессиональное развитие,профессиональный развитие,0.042300000000000004,2,12.0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
17091,закончить учебу и получить удостоверение,закончить учёба получить удостоверение,1.2446,5,7.2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
17105,машина,машина,0.1667,1,6.0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0.0
17125,,,0.0,1,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
17131,получить знание в сфере науки,получить знание сфера наука,1.0774,5,5.0,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
17146,очень интересна современная техника,интересный современный техника,1.2381,4,8.0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0.0
17150,определиться с будущей карьерой или хотя бы профессиональной областью,определиться будущий карьера профессиональный область,1.6184999999999998,9,6.78,1,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0.0
17151,дать другим свой опыт,дать другой свой опыт,0.5589000000000001,4,4.5,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1.0
17152,удовольствие от процесса саморазвития,удовольствие процесс саморазвитие,0.5125,4,8.5,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
17153,саморазвитие,саморазвитие,0.0625,1,12.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
17161,повышать професионализм,повышать професионализм,1.2,2,11.0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
17162,проаврв,проаврв,1.0,1,7.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
17163,дать достойное образование сыну,дать достойный образование сын,1.6267999999999998,4,7.0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0
17170,стать специалистом выбранной мною сферы,стать специалист сфера,0.16670000000000001,5,7.0,1,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
17176,доработать до пенсии,доработать пенсия,2.0,3,6.0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0.0
17178,новые идеи,новый идея,0.3449,2,4.5,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
17182,реализация жизненных целей,реализация жизненный цель,0.7908999999999999,3,8.0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0.0
17189,понимание материала ,понимание материал,1.2,3,6.0,0,2,0,0,0,1,1,1,0,1,0,0,0,1,0,0.0
17191,совершенствование своих  профессиональных навыков,совершенствование свой профессиональный навык,0.3047,5,9.0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0.0
17207,вдруг поможет потом найти профессию,помочь найти профессия,0.4476,5,6.2,2,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0.0
17225,углубление знаний о методике проведения дэ,углубление знание методика проведение,1.5123,6,6.17,0,4,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
17238,быть интересным в беседе и быть умным,быть интересный беседа быть умный,1.6148,7,4.43,2,1,0,2,0,1,1,1,0,1,1,0,1,1,0,0.0
17244,найти хорошую работу ,найти хороший работа,0.14120000000000002,4,4.5,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
17245,саморазвитие не может иметь конечной цели  опасна только остановка,саморазвитие мочь иметь конечный цель опасный остановка,3.4962999999999997,10,5.7,2,3,0,2,0,1,1,1,1,1,1,1,1,0,1,0.0
17261,доказать себе  что я ещё многое могу,доказать мочь,0.7,8,3.62,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
17264,быть в курсе событий,быть курс событие,0.5884,4,4.25,1,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0.0
17268,быть профессионалом ,быть профессионал,0.355,3,6.0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
17285,научиться,научиться,0.04,1,9.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0
17300,хочу стать достойным представителем своего народа,хотеть стать достойный представитель свой народ,2.4615,6,7.33,2,2,0,2,0,1,1,1,0,0,1,0,0,1,0,0.0
17308,стать успешным,стать успешный,0.1732,2,6.5,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.0
17321,развить творческие способности,развить творческий способность,0.6583,3,9.33,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0.0
17363,разнообразить жизнь,разнообразить жизнь,1.0476,2,9.0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
17366,реализовать свой потенциал,реализовать свой потенциал,0.8478,3,8.0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0
17376,овладение новыми методами и приемами обучения и воспитания детей,овладение новый метод приём обучение воспитание ребёнок,2.233,9,6.22,0,6,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0
17432,уверенность в себе,уверенность,0.3333,3,5.33,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
17433,разработать рецептуру продукта для диссертационный работы,разработать рецептура продукт диссертационный работа,2.7222000000000004,6,8.67,1,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0.0
17441,семья ,семья,0.0667,2,2.5,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0
17457,ук,ук,1.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0
17492,свободно владеть знаниями в выбранной специальности ,владеть знание специальность,1.1373,7,6.57,1,2,0,0,0,1,1,1,0,0,1,0,0,1,0,0.0
17502,собственное развитие  как специалиста,собственный развитие специалист,0.44799999999999995,5,6.6,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
17577,развитие осознанности,развитие осознанность,0.5238,2,10.0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
17587,овладение навыками создания сайтов с целью помощи другим в создании своих сайтов,овладение навык создание сайт цель помощь другой создание свой сайт,2.4882,12,5.75,0,8,0,2,0,1,1,0,0,0,0,0,0,0,0,0.0
17593,научиться делать мужские стрижки,научиться делать мужской стрижка,2.3733,4,7.25,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
17604,приобретение умений,приобретение умение,0.2054,2,9.0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
17605,общение  обмен опытом,общение обмен опыт,0.7111,4,4.5,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0.0
17609,дать максимум знаний и умений своим ученикам,дать знание умение свой ученик,0.7559,7,5.43,1,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0.0
17631,научиться программировать,научиться программировать,0.24000000000000002,2,12.0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0
17632,расширение круга общения,расширение круг общение,0.3637,3,7.33,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
17638,создать крепкую семью,создать крепкий семья,0.7096,3,6.33,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0
17639,повышкемк интелекта,повышкемк интелект,2.0,2,9.0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
17643,научиться работать в программах по графическому дизайну,научиться работать программа графический дизайн,1.54,7,7.0,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
17700,возможность помочь людям,возможность помочь человек,0.4879,3,7.33,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
17709,разговорный английский,разговорный английский,1.0909,2,10.5,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0.0
17714,научиться коммуницировать с людьми на уровне руководителя,научиться коммуницировать человек уровень руководитель,1.3605,7,7.29,2,3,0,0,0,1,0,1,0,0,1,1,0,0,0,0.0
17723,сочетание разумного с полезным,сочетание разумный полезный,2.125,4,6.75,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0.0
17740,стать успешней,стать,0.0303,2,6.5,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.0
17742,освоить  софт соответствующий  первой  цели ,освоить софт первый цель,1.4838,9,4.0,1,2,0,1,0,1,1,1,1,0,1,0,0,1,0,0.0
17760,совершенствование своих знаний в разных областях ,совершенствование свой знание разный область,0.48639999999999994,7,6.14,0,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0.0
17762,адекватность текущей ситуации на рынке труда,адекватность текущий ситуация рынок труд,3.5833,6,6.5,0,4,0,1,0,1,1,1,1,0,1,0,0,1,0,0.0
17797,саморазвития,саморазвитие,0.0625,1,12.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0.0
17808,улучшить качество своей жизни,улучшить качество свой жизнь,0.22990000000000002,4,6.5,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
17815,шш,,0.0,1,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0
17816,ознакомление с интересными научными работами,ознакомление интересный научный работа,1.4268999999999998,5,8.0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0.0
17823,2,2,0.125,1,1.0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0.0
17831,духовное саморазвитие ,духовный саморазвитие,0.3125,3,6.67,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.0
17835,стать полиглотом,стать полиглот,1.0303,2,7.5,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
17845,подготовка к демоэкзамену,подготовка демоэкзамен,1.0,3,7.67,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0
17848,расширение круга общения,расширение круг общение,0.3637,3,7.33,0,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
17854,взвесить все за и против,взвесить,1.0,5,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
17863,повышение профессионального уровня,повышение профессиональный уровень,0.07329999999999999,3,10.67,0,2,0,1,0,1,1,1,0,0,0,0,1,0,0,0.0
17873,участие в турнире по танцам,участие турнир танец,2.0,5,4.6,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
17924,утверждение личности,утверждение личность,1.125,2,9.5,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
17937,развить в себе духовное начало,развить духовный начало,1.45,5,5.2,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0.0
17938,согласие с жизнью,согласие жизнь,1.0476,3,5.0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
17942,развиватьсч,развиватьсча,1.0,1,11.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1.0
17943,качество образования ,качество образование,0.1204,3,6.33,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
17960,хочу меньше конкурсных заданий на чемпионате и демоэкзамене,хотеть конкурсный задание чемпионат демоэкзамен,3.1667,8,6.5,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0
17976,расширение кругозора,расширение кругозор,0.11929999999999999,2,9.5,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
17982,не отдалятся от молодежи,отдалиться молодёжь,1.5,4,5.25,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0.0
17983,найти интересную работу  чтобы работали мозги,найти интересный работа работать мозг,0.5579000000000001,7,5.57,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0
17991,быть интересной в общении,быть интересный общение,0.2042,4,5.5,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0
18015,получить сертификат эксперта регионального чемпионата,получить сертификат эксперт региональный чемпионат,2.1863,5,9.8,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0
18017,закончить аспирантуру,закончить аспирантура,0.6,2,10.0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0.0
